Booking No,Agent,Country,Tour Type,Booking Date,Amount,Status
BK040631,Trailfinders,UK,Leisure,2026-01-21,1874,Cancelled
BK040632,Expedia,UK,Cultural,2026-06-18,662,Completed
BK040633,Trailfinders,UK,Honeymoon,2026-10-01,4829,Confirmed
BK040634,Cox & Kings,Canada,Family,notadate,3066,Confirmed
BK040635,MakeMyTrip,Australia,Wildlife,2026-06-06,3005,Completed
BK024295,MakeMyTrip,Canada,Leisure,2026-12-29,3812,Completed
BK040637,MakeMyTrip,Spain,Honeymoon,2026-07-25,1581,Pending
BK040638,Expedia,Japan,Leisure,2026-01-27,3143,Pending
BK014199,Thomas Cook,Spain,Cultural,2026-11-12,4329,Cancelled
BK040640,TUI,Australia,Cultural,2026-08-08,1659,Pending
BK040641,MakeMyTrip,UK,Business,2026-06-24,373,Confirmed
BK040642,Expedia,USA,Family,2026-12-27,,Completed
BK040643,Booking.com,France,Wildlife,2026-12-02,2834,Pending
BK040644,Cox & Kings,Spain,Honeymoon,2026-09-10,-1023,Confirmed
BK040645,TUI,Germany,Cultural,2026/01/01/01,3492,Cancelled
BK040646,Booking.com,UK,,2026-11-26,3644,Pending
BK040647,Kuoni,UAE,Family,2026-08-21,4264,Cancelled
BK040648,Thomas Cook,USA,Leisure,2026-10-24,3288,Cancelled
BK040649,TUI,Germany,Business,2026-08-28,1302,Cancelled
BK040650,TUI,USA,Adventure,2026-01-30,2499,Cancelled
BK040651,MakeMyTrip,Germany,Business,2026-01-06,3424,Pending
BK040652,MakeMyTrip,UAE,Wildlife,2026-06-07,-1885,Completed
BK040653,Kuoni,Germany,Leisure,2026-07-19,1499,Confirmed
BK040654,Kuoni,UK,Honeymoon,2026-11-20,4878,Cancelled
BK040655,Kuoni,Australia,Cultural,2026-11-13,3277,Confirmed
BK040656,MakeMyTrip,Germany,Business,2026-01-18,4863,Completed
BK040657,Booking.com,Germany,Cultural,31-31-2026,3715,Completed
BK040658,TUI,UK,Wildlife,2026-04-20,4598,Pending
BK040659,Thomas Cook,Spain,Cultural,2026-12-24,2974,Completed
BK040660,Kuoni,Canada,Family,2026-01-22,2216,Completed
BK038092,Booking.com,Canada,Leisure,2026-11-16,2166,Completed
BK040662,Cox & Kings,Spain,Cultural,2026-04-27,1614,Cancelled
BK040663,Trailfinders,Canada,Family,2026-01-29,----,Cancelled
BK040664,Trailfinders,UK,Wildlife,2026-11-08,,Cancelled
BK040665,Trailfinders,Spain,,2026-11-25,1474,Completed
BK040666,Thomas Cook,UAE,Business,2026-11-26,2611,Confirmed
BK040667,Booking.com,Spain,Leisure,2026-05-07,-1839,Cancelled
BK040668,Trailfinders,Australia,Leisure,2026-03-26,-1722,Pending
BK040669,TUI,Italy,Leisure,2026-12-15,2498,Confirmed
BK040670,MakeMyTrip,UK,Leisure,2026-09-02,328,Cancelled
BK040671,Trailfinders,UK,Cultural,2026-10-29,-715,Completed
BK039398,Booking.com,UAE,Leisure,2026-02-14,3489,Pending
BK040673,Kuoni,UK,Leisure,2026-05-22,4093,Completed
BK040674,Cox & Kings,France,Business,2026-05-25,2160,Pending
BK040675,Thomas Cook,Japan,Leisure,2026-07-27,3876,Confirmed
BK040676,TUI,USA,Wildlife,2026-05-22,3850,Completed
BK040677,Expedia,Canada,Honeymoon,2026-03-06,  ,Cancelled
BK040678,Kuoni,Australia,Honeymoon,2026-11-07,  ,Pending
BK040679,Booking.com,Canada,Business,2026-01-10,4259,Cancelled
BK040680,Kuoni,USA,Adventure,2026-09-07,928,Pending
BK040681,MakeMyTrip,Spain,Family,2026-11-02,2084,Confirmed
BK040682,Thomas Cook,UK,Family,2026-06-18,----,Pending
BK040683,Kuoni,UK,Wildlife,2026-08-07,1970,Completed
BK024795,Thomas Cook,Japan,Family,2026-11-18,413,Completed
BK040685,Cox & Kings,Canada,Cultural,2026-08-22,4491,Completed
BK040686,Booking.com,Spain,Adventure,2026-02-26,-382,Pending
BK040687,TUI,Canada,Family,2026-12-28,738,Confirmed
BK040688,Expedia,Germany,Business,32/01/2026,3284,Cancelled
BK040689,Expedia,USA,Wildlife,yesterday,3253,Cancelled
BK019010,MakeMyTrip,Spain,Family,2026-01-06,3573,Completed
BK040691,Thomas Cook,Spain,Wildlife,2026-03-27,2210,Confirmed
BK040692,Thomas Cook,Italy,Business,2026-08-14,771,Confirmed
BK040693,Cox & Kings,USA,Family,2026-12-25,----,Cancelled
BK040694,Kuoni,,Wildlife,2026-06-30,1410,Cancelled
BK040695,Expedia,UK,Adventure,2026-06-03,1748,Pending
BK040696,TUI,Japan,Leisure,2026-12-14,2035,Pending
BK040697,Booking.com,Canada,Leisure,2026-07-11,1885,Cancelled
BK028872,Booking.com,USA,Family,2026-01-21,833,Completed
BK009636,Cox & Kings,USA,Adventure,2026-05-17,1610,Completed
BK040700,Trailfinders,UK,Family,2026-07-31,3563,Completed
BK040701,Cox & Kings,Australia,Family,2026-10-09,2229,Cancelled
BK001975,Expedia,Spain,Family,2026-06-06,4304,Cancelled
BK040703,Expedia,France,Cultural,,2278,Confirmed
BK040704,Booking.com,Canada,Family,2026-03-28,1431,Confirmed
BK011119,Thomas Cook,Australia,Wildlife,2026-05-17,1484,Completed
BK040706,Trailfinders,Spain,Cultural,2026-11-06,-2028,Pending
BK040707,Kuoni,Japan,Cultural,2026-02-09,,Pending
BK040708,MakeMyTrip,UK,Cultural,Jan 15 2026,2941,Completed
BK040709,Cox & Kings,Germany,Family,2026-09-12,-919,Completed
BK040710,Cox & Kings,,Adventure,2026-08-23,4067,Pending
BK031496,Kuoni,Canada,Wildlife,2026-09-21,2105,Cancelled
BK040712,TUI,UAE,Wildlife,2026-01-06,2883,Confirmed
BK040713,Cox & Kings,Japan,Wildlife,N/A,2706,Completed
BK040714,Expedia,Canada,Cultural,2026-06-29,703,Cancelled
BK040715,Kuoni,USA,Honeymoon,2026-03-01,1118,Pending
BK040716,MakeMyTrip,Canada,Adventure,2026-03-08,3173,Pending
BK040717,Trailfinders,France,,2026-07-05,3112,Confirmed
BK040718,Cox & Kings,UAE,Cultural,2026-06-01,4273,Pending
BK028398,Cox & Kings,Italy,Wildlife,2026-03-18,4430,Confirmed
BK040720,Booking.com,USA,Adventure,2026-04-05,,Completed
BK040721,MakeMyTrip,Australia,Cultural,2026-05-13,-401,Cancelled
BK040722,MakeMyTrip,Spain,Family,2026-03-23,3260,Cancelled
BK040723,Expedia,UAE,Honeymoon,2026-12-28,4060,Completed
BK040724,Booking.com,Canada,Business,2026-06-20,3367,Pending
BK027580,Thomas Cook,Canada,Cultural,2026-06-30,647,Pending
BK040726,Kuoni,UK,Cultural,32/01/2026,1830,Pending
BK040727,Cox & Kings,Germany,Business,2026-05-30,2763,Pending
BK040728,MakeMyTrip,UAE,Honeymoon,2026-02-30,1642,Confirmed
BK040729,Kuoni,Italy,Wildlife,2026-09-29,158,Pending
BK040730,Trailfinders,Canada,Family,2026-07-11,2510,Pending
BK040731,Expedia,France,Leisure,2026-06-11,1196,Cancelled
BK040732,Kuoni,Spain,Family,2026-08-24,2549,Completed
BK040733,Expedia,Italy,Honeymoon,2026-02-09,2106,Cancelled
BK040734,Trailfinders,Japan,Honeymoon,2026-12-16,1629,Pending
BK040735,Thomas Cook,Germany,Family,2026-11-21,,Completed
BK040736,TUI,Canada,Cultural,,3423,Pending
BK040737,Kuoni,UAE,Family,2026-04-08,-274,Pending
BK040738,Thomas Cook,Australia,Business,2026-09-28,4458,Confirmed
BK039931,Expedia,Canada,Adventure,2026-08-07,2450,Pending
BK040740,Cox & Kings,Canada,Leisure,2026-02-23,abc,Cancelled
BK040741,Trailfinders,France,Cultural,2026-06-25,3687,Confirmed
BK040742,TUI,UK,Adventure,2026-10-18,  ,Pending
BK040743,TUI,France,Family,Jan 15 2026,1532,Completed
BK040744,Trailfinders,USA,Wildlife,2026-02-30,1141,Pending
BK040745,Trailfinders,USA,Business,2026/01/01/01,2188,Pending
BK040746,Thomas Cook,Germany,Cultural,32/01/2026,2007,Completed
BK040747,Kuoni,Spain,Adventure,2026.01.15,4910,Completed
BK040748,MakeMyTrip,Germany,Honeymoon,2026-11-07,375,Pending
BK040749,Expedia,Italy,Business,2026-07-15,4509,Pending
BK040750,TUI,Spain,Leisure,2026-11-25,3251,Confirmed
BK040751,Thomas Cook,Canada,Cultural,2026-05-27,2773,Confirmed
BK040752,Trailfinders,Australia,Wildlife,2026-09-29,,Confirmed
BK040753,TUI,UAE,Honeymoon,2026-06-07,-868,Cancelled
BK040754,Cox & Kings,UAE,Wildlife,2026-09-06,$500,Cancelled
BK040755,Cox & Kings,UAE,Wildlife,notadate,2204,Cancelled
BK040756,Trailfinders,France,Cultural,2026-11-23,1572,Cancelled
BK040757,Cox & Kings,UAE,Honeymoon,2026-04-30,4776,Pending
BK040758,Expedia,Spain,Adventure,2026-13-45,3111,Completed
BK040759,Cox & Kings,Spain,Family,2026-04-16,,Cancelled
BK040760,Booking.com,Japan,Business,2026-06-04,3957,Completed
BK040761,Trailfinders,UAE,Business,2026-03-27,1614,Confirmed
BK040762,Trailfinders,Germany,Honeymoon,2026-11-18,abc,Cancelled
BK040763,TUI,Italy,Leisure,yesterday,1962,Confirmed
BK040764,TUI,Italy,Adventure,2026-08-03,-585,Confirmed
BK040765,Trailfinders,UK,Wildlife,2026-10-29,1354,Cancelled
BK040766,Cox & Kings,Italy,Honeymoon,notadate,1154,Confirmed
BK040767,MakeMyTrip,Australia,Adventure,2026-01-31,1299,Confirmed
BK040768,TUI,UK,Family,2026-09-15,4879,Cancelled
BK040769,Booking.com,France,Cultural,2026-06-30,4446,Pending
BK040770,Kuoni,Italy,Leisure,Jan 15 2026,3584,Confirmed
BK040771,Booking.com,Australia,Business,2026-02-04,-1584,Confirmed
BK040772,MakeMyTrip,Canada,Leisure,2026-08-28,3731,Cancelled
BK040773,Booking.com,UAE,Cultural,2026-09-30,$500,Pending
BK040774,MakeMyTrip,Spain,Cultural,Jan 15 2026,3053,Pending
BK040775,Trailfinders,UAE,Business,2026-01-30,1720,Pending
BK040776,Booking.com,USA,Leisure,2026-10-23,3609,Completed
BK040777,MakeMyTrip,UAE,Leisure,2026-12-19,4392,Cancelled
BK040778,Kuoni,Italy,Wildlife,2026-07-17,-2509,Cancelled
BK040779,Trailfinders,Canada,Cultural,2026-10-19,937,Cancelled
BK040780,MakeMyTrip,UK,,2026-11-23,4078,Confirmed
BK040781,TUI,Spain,Adventure,2026-08-25,3567,Pending
BK040782,Trailfinders,UK,Adventure,2026-12-31,  ,Cancelled
BK040783,Thomas Cook,Canada,Adventure,2026-06-01,N/A,Confirmed
BK040784,Booking.com,Spain,Cultural,2026-11-30,-367,Cancelled
BK040785,Thomas Cook,Italy,Wildlife,2026-07-31,4696,Completed
BK040786,Thomas Cook,Japan,Wildlife,2026-12-22,356,Cancelled
BK033436,MakeMyTrip,Canada,Leisure,2026-04-21,2036,Pending
BK040788,TUI,France,Adventure,2026-01-04,2486,Confirmed
BK040789,Thomas Cook,Canada,Family,2026-06-09,2323,Pending
BK040790,MakeMyTrip,Canada,Family,2026-04-10,619,Pending
BK040791,TUI,Australia,Family,2026-06-13,2391,Completed
BK040792,Cox & Kings,Canada,Leisure,2026-12-11,2379,Pending
BK040793,Kuoni,Spain,Cultural,2026-07-07,1799,Completed
BK040794,Expedia,UAE,Cultural,2026-08-10,2589,Cancelled
BK040795,TUI,Australia,Wildlife,2026-03-15,234,
BK040796,MakeMyTrip,Italy,Adventure,2026-03-05,4588,Cancelled
BK040797,MakeMyTrip,Australia,Leisure,2026-11-30,-822,Pending
BK040798,Trailfinders,Spain,Business,,2573,Cancelled
BK040799,Cox & Kings,UAE,Honeymoon,2026-01-10,,Completed
BK040800,TUI,UAE,Leisure,2026-10-07,3032,Completed
BK040801,Booking.com,UK,Wildlife,2026-03-02,  ,Completed
BK040802,Kuoni,UAE,Honeymoon,2026-12-21,3509,Confirmed
BK040803,Expedia,UK,Wildlife,2026-03-07,,Cancelled
BK040804,Trailfinders,Australia,Adventure,2026-10-03,4035,Confirmed
BK040805,Cox & Kings,Spain,Family,2026-11-06,1035,Completed
BK040806,Kuoni,Germany,Adventure,2026-03-24,null,Pending
BK040807,Kuoni,Italy,Adventure,2026-09-22,1161,Pending
BK019092,TUI,Spain,Adventure,2026-09-09,4366,Confirmed
BK040809,Expedia,Italy,Wildlife,2026-07-25,1721,Cancelled
BK040810,Booking.com,France,Wildlife,2026-06-19,2243,Completed
BK040811,TUI,UK,Cultural,2026-07-02,3224,Confirmed
BK040812,MakeMyTrip,Italy,Wildlife,2026-03-08,4453,Cancelled
BK040813,Expedia,Germany,Leisure,2026-11-05,,Cancelled
BK040814,MakeMyTrip,USA,Leisure,2026-05-09,3940,Pending
BK040815,Kuoni,Australia,Honeymoon,2026-01-16,3086,Completed
BK022746,Cox & Kings,UAE,Cultural,2026-06-05,793,Confirmed
BK040817,Booking.com,Italy,Leisure,2026-01-20,1408,Pending
BK040160,Cox & Kings,Japan,Business,2026-01-21,3762,Cancelled
BK040819,Trailfinders,Germany,Cultural,2026-09-23,  ,Pending
BK040820,MakeMyTrip,Italy,,2026-05-14,136,Cancelled
BK040821,Expedia,France,Adventure,2026-01-07,1421,Completed
BK017375,Booking.com,Spain,Wildlife,2026-07-15,841,Confirmed
BK040823,Cox & Kings,Australia,Cultural,2026-01-17,1313,Confirmed
BK040824,Trailfinders,Germany,Business,2026-10-09,3901,Pending
BK040825,Expedia,UK,Honeymoon,2026-08-20,205,Pending
BK027300,Booking.com,France,Leisure,2026-09-11,3224,Pending
BK040827,TUI,UAE,Family,2026-08-29,4546,Cancelled
BK040828,Booking.com,Spain,Cultural,2026-04-24,2320,Completed
BK040829,Thomas Cook,UK,Leisure,2026-13-45,2559,Confirmed
BK040830,Kuoni,Italy,Adventure,2026-08-06,1822,Completed
BK040831,Booking.com,UK,Wildlife,2026.01.15,4059,Completed
BK040832,MakeMyTrip,UK,Cultural,,1708,Pending
BK040833,MakeMyTrip,Australia,Adventure,2026-06-28,2855,Completed
BK040834,Thomas Cook,Spain,Family,2026-11-16,3243,Confirmed
BK040835,Booking.com,Germany,Leisure,31-31-2026,1085,Completed
BK040836,Kuoni,Italy,Business,2026-06-11,4885,Confirmed
BK021491,MakeMyTrip,Australia,Adventure,2026-04-06,2513,Completed
BK040838,Thomas Cook,Japan,Family,2026-09-20,$500,Completed
BK040839,Trailfinders,Italy,Honeymoon,2026-03-28,3701,Confirmed
BK040840,Trailfinders,USA,Cultural,2026-02-24,-2832,Pending
BK040841,TUI,Japan,Business,2026-03-16,153,Pending
BK010471,Kuoni,Japan,Adventure,2026-04-19,940,Confirmed
BK040843,Booking.com,France,Wildlife,2026-03-18,4496,Pending
BK040844,,Spain,Leisure,2026-04-30,3073,Completed
BK040845,Cox & Kings,France,Adventure,2026-06-26,124,Confirmed
BK040846,MakeMyTrip,France,Adventure,2026-13-45,3636,Cancelled
BK028867,Trailfinders,USA,Family,2026-10-07,1152,Cancelled
BK040848,Booking.com,UK,Leisure,2026-11-07,1212,Completed
BK040849,Expedia,Japan,Cultural,2026-05-08,4994,Completed
BK040850,Thomas Cook,Australia,Adventure,2026-01-10,2420,Cancelled
BK040851,TUI,Spain,Family,2026-07-19,2118,Cancelled
BK009261,Trailfinders,UK,Family,2026-10-29,1162,Completed
BK040853,Kuoni,France,Cultural,2026-01-09,1674,Completed
BK040854,Trailfinders,Italy,Business,2026-06-28,1427,Completed
BK040855,Expedia,Italy,Business,2026-08-29,3524,Pending
BK040856,MakeMyTrip,Canada,Wildlife,00/00/0000,3136,Pending
BK040857,Trailfinders,UAE,Leisure,2026.01.15,3349,Cancelled
BK040858,Booking.com,Italy,Cultural,2026-02-27,2472,Cancelled
BK040859,TUI,Spain,Family,2026-07-14,2870,Confirmed
BK040860,Kuoni,Germany,Adventure,2026-09-05,1440,Completed
BK040861,TUI,France,Cultural,2026-09-14,3134,Pending
BK023772,TUI,UK,Cultural,2026-08-06,478,Confirmed
BK040863,Trailfinders,Canada,Adventure,N/A,3535,Confirmed
BK040864,Expedia,UK,,2026-03-22,1717,Confirmed
BK040865,Trailfinders,Spain,Honeymoon,2026-06-25,324,Cancelled
BK040866,Booking.com,Australia,Honeymoon,2026-05-29,1118,Completed
BK040867,Kuoni,Japan,Cultural,2026-09-21,2607,Completed
BK040868,TUI,Australia,Honeymoon,2026-03-21,4647,Confirmed
BK040869,Expedia,UAE,Honeymoon,2026-11-15,3515,Completed
BK040870,MakeMyTrip,Japan,Family,2026-04-21,-1427,Completed
BK040871,Cox & Kings,USA,Honeymoon,2026-09-22,3446,Cancelled
BK040872,Trailfinders,UAE,Cultural,2026-06-16,-1888,Cancelled
BK040873,Expedia,Australia,Leisure,2026-09-22,4853,Pending
BK040874,Trailfinders,Spain,Adventure,2026-05-01,-944,Confirmed
BK040875,Thomas Cook,Germany,Family,2026-10-22,3640,Completed
BK040876,Kuoni,Italy,Adventure,2026-06-15,NaN,Confirmed
BK005502,Expedia,Spain,Honeymoon,2026-10-28,2877,Confirmed
BK040878,Thomas Cook,Spain,Cultural,2026-12-18,NaN,Completed
BK040879,Cox & Kings,Germany,Cultural,2026-10-16,-2409,Pending
BK040880,Kuoni,Spain,Business,2026-04-10,713,
BK023942,Thomas Cook,France,Wildlife,2026-03-26,3281,Completed
BK040882,Thomas Cook,France,Wildlife,2026-02-28,null,Pending
BK040883,Trailfinders,Germany,Family,2026-09-25,3070,Pending
BK040884,,France,Honeymoon,2026-12-24,2325,Pending
BK040885,TUI,Canada,Business,2026-10-27,1441,Completed
BK040886,Trailfinders,France,Family,2026.01.15,2945,Confirmed
BK040887,Expedia,France,Adventure,2026-04-21,2704,Cancelled
BK040888,Trailfinders,USA,Family,2026-10-31,4644,Cancelled
BK040889,MakeMyTrip,Spain,Honeymoon,2026-11-01,2038,Pending
BK040890,TUI,Spain,Family,2026-02-14,3114,Cancelled
BK040891,Cox & Kings,France,Leisure,13/13/13,272,Completed
BK018380,Kuoni,UK,Honeymoon,2026-05-19,3877,Confirmed
BK040893,Kuoni,UAE,Honeymoon,2026-03-17,1845,Confirmed
BK040894,Trailfinders,Italy,Business,2026-01-05,4900,Completed
BK040895,TUI,UK,Business,2026-06-17,null,Confirmed
BK040896,Trailfinders,France,Cultural,2026-12-11,4724,Pending
BK040897,Expedia,Germany,Wildlife,2026-09-11,null,Pending
BK040898,Trailfinders,Canada,Honeymoon,2026-04-25,4964,Pending
BK040899,MakeMyTrip,Spain,Honeymoon,2026-07-16,NaN,Cancelled
BK007134,Booking.com,UK,Leisure,2026-08-01,4238,Cancelled
BK040901,Cox & Kings,Italy,Wildlife,2026-11-05,2499,Cancelled
BK040902,Booking.com,France,Wildlife,2026-07-14,,Completed
BK040903,Kuoni,UK,Business,2026-12-21,3596,Cancelled
BK040904,Booking.com,Japan,Wildlife,2026-13-45,2829,Pending
BK040905,Expedia,Australia,,2026-04-23,4715,Confirmed
BK040906,MakeMyTrip,France,Adventure,2026-02-21,4938,Cancelled
BK040907,Trailfinders,Australia,Honeymoon,2026-10-29,3720,Completed
BK040908,Expedia,Spain,Cultural,2026-06-14,2479,Cancelled
BK040909,TUI,France,Business,2026-06-30,-1611,Completed
BK040910,Kuoni,Spain,Family,2026-06-05,3228,Cancelled
BK040911,Kuoni,Italy,Wildlife,2026-12-10,4568,Confirmed
BK040912,MakeMyTrip,UK,Business,2026-01-05,4432,Completed
BK040913,Cox & Kings,Australia,Adventure,2026-10-26,818,Confirmed
BK040914,Cox & Kings,UAE,Business,2026-06-24,1164,Cancelled
BK040915,Kuoni,UAE,Family,2026-11-23,4088,Completed
BK040916,MakeMyTrip,France,Adventure,2026-07-02,2943,Cancelled
BK040917,Booking.com,Italy,Adventure,2026-06-23,380,Confirmed
BK010849,MakeMyTrip,Japan,Family,2026-10-29,1569,Pending
BK040919,Trailfinders,UK,Leisure,2026-08-14,1715,Pending
BK040920,Booking.com,Canada,Honeymoon,32/01/2026,3091,Confirmed
BK040921,MakeMyTrip,UK,Family,2026-12-12,294,
BK040922,Cox & Kings,Australia,Wildlife,2026-01-26,316,Cancelled
BK040923,TUI,Japan,Cultural,2026-01-07,4605,Cancelled
BK040924,MakeMyTrip,France,Business,2026-08-30,2923,Confirmed
BK040925,Booking.com,USA,Honeymoon,2026-09-21,abc,Pending
BK040926,Trailfinders,Japan,Business,2026-11-23,121,Confirmed
BK040927,Thomas Cook,Spain,Leisure,2026-10-10,3906,Pending
BK040928,TUI,UK,Adventure,2026-04-14,4141,Cancelled
BK040929,Cox & Kings,UK,Wildlife,2026-08-16,2377,Completed
BK040930,,UAE,Cultural,2026-04-28,3926,Pending
BK040931,Trailfinders,Japan,Business,2026-07-27,988,Pending
BK040932,TUI,France,Wildlife,Jan 15 2026,1209,Pending
BK040933,Kuoni,Japan,Cultural,2026-06-26,2496,Confirmed
BK040934,MakeMyTrip,USA,Cultural,2026-05-24,3558,Completed
BK040935,Thomas Cook,USA,,2026-07-09,4484,Pending
BK040936,Trailfinders,USA,Cultural,13/13/13,3521,Pending
BK027085,MakeMyTrip,Spain,Wildlife,2026-10-27,1934,Cancelled
BK037830,TUI,France,Leisure,2026-05-09,202,Completed
BK040939,Cox & Kings,Spain,Honeymoon,2026-11-08,335,Confirmed
BK040940,Thomas Cook,USA,Adventure,2026-08-30,1816,Confirmed
BK040941,Booking.com,France,Adventure,32/01/2026,3530,Confirmed
BK040942,Expedia,USA,Business,2026-09-14,1637,Confirmed
BK040943,Trailfinders,Japan,Leisure,2026-04-30,943,
BK040944,MakeMyTrip,Italy,Leisure,2026-10-07,-2839,Pending
BK036746,MakeMyTrip,Japan,Leisure,2026-05-29,1948,Completed
BK040946,TUI,Canada,Business,2026-01-03,,Cancelled
BK040947,Thomas Cook,France,Cultural,31-31-2026,838,Pending
BK040948,MakeMyTrip,Australia,Family,2026-01-06,1971,Cancelled
BK040949,Cox & Kings,Germany,Business,2026-07-20,3252,Cancelled
BK040950,Thomas Cook,Spain,Family,2026-02-10,-1135,Cancelled
BK040951,Expedia,Spain,Family,2026-06-24,-1270,Confirmed
BK040952,Expedia,Spain,Leisure,2026-03-10,1077,Pending
BK040953,Expedia,Spain,Leisure,2026-06-14,,Pending
BK040954,Trailfinders,Australia,Cultural,2026-07-23,1726,Confirmed
BK040955,Cox & Kings,Spain,Leisure,,3192,Confirmed
BK040956,MakeMyTrip,Spain,Honeymoon,2026-06-18,-2058,Cancelled
BK040957,Expedia,Australia,,2026-03-22,1715,Pending
BK040958,Expedia,Canada,Cultural,2026-10-18,2497,Confirmed
BK040959,Thomas Cook,USA,Leisure,2026-01-08,2002,Cancelled
BK040960,Expedia,UK,Family,2026-03-25,,Pending
BK002538,MakeMyTrip,USA,Cultural,2026-05-04,553,Confirmed
BK040962,Expedia,Germany,Family,2026-08-06,563,Cancelled
BK040963,Kuoni,Spain,Cultural,2026-10-28,1318,Pending
BK040964,Thomas Cook,UAE,Adventure,2026-05-14,,Pending
BK040965,Expedia,USA,Business,2026-07-14,1630,Confirmed
BK040966,Booking.com,Germany,Honeymoon,2026-01-24,3859,Completed
BK040967,Thomas Cook,Japan,Wildlife,2026-10-13,3634,Confirmed
BK040968,Thomas Cook,Japan,Honeymoon,2026-09-08,3181,Confirmed
BK026325,Cox & Kings,France,Adventure,2026-01-02,4956,Completed
BK040970,Cox & Kings,Spain,Leisure,2026-07-18,2697,Confirmed
BK040971,MakeMyTrip,Italy,Leisure,2026-11-19,null,Confirmed
BK040972,MakeMyTrip,Germany,Family,31-31-2026,652,Confirmed
BK004626,Cox & Kings,USA,Adventure,2026-04-04,478,Pending
BK040974,TUI,Spain,Cultural,2026-11-27,1598,Pending
BK040975,Cox & Kings,UK,Family,2026-10-22,-1799,Confirmed
BK040976,Cox & Kings,France,Wildlife,2026-10-12,1089,
BK040977,Expedia,France,Wildlife,2026-02-11,900,Confirmed
BK040978,Cox & Kings,UK,Adventure,2026-07-08,817,Confirmed
BK040979,Expedia,UK,Honeymoon,2026-03-01,2977,Completed
BK040980,Trailfinders,Japan,Leisure,2026-04-13,2783,Cancelled
BK040981,MakeMyTrip,Spain,Honeymoon,2026-12-05,574,Cancelled
BK029494,MakeMyTrip,Germany,Leisure,2026-08-10,4978,Confirmed
BK040983,MakeMyTrip,Japan,Leisure,2026-09-13,4844,Completed
BK040984,Trailfinders,Spain,Wildlife,2026-12-13,2405,Confirmed
BK040985,TUI,Italy,Cultural,2026-09-10,4543,Completed
BK040986,Expedia,Italy,Leisure,2026-04-02,799,Cancelled
BK040987,MakeMyTrip,Canada,Cultural,2026-10-06,1297,Pending
BK040988,Kuoni,Australia,Business,2026-04-04,865,Confirmed
BK040989,Thomas Cook,USA,Cultural,2026-09-22,-1486,Confirmed
BK040990,Booking.com,France,Honeymoon,2026-12-13,-2221,Confirmed
BK040991,Expedia,Germany,Honeymoon,2026-05-24,2222,Completed
BK040992,Trailfinders,Australia,Leisure,2026-02-30,2008,Pending
BK040993,Booking.com,Canada,Honeymoon,2026-01-21,2657,Cancelled
BK040994,Thomas Cook,Australia,Honeymoon,2026-03-26,890,
BK014969,MakeMyTrip,Canada,Wildlife,2026-11-16,4535,Pending
BK040996,Cox & Kings,UAE,Honeymoon,2026-08-21,1716,Completed
BK040997,Expedia,Canada,Adventure,2026-11-18,-1425,Confirmed
BK013495,Cox & Kings,Australia,Honeymoon,2026-01-23,2364,Pending
BK040999,TUI,Spain,Honeymoon,2026-05-24,3095,Confirmed
BK041000,Expedia,France,Adventure,2026-02-28,3712,Cancelled
BK041001,Thomas Cook,USA,Leisure,2026-06-10,N/A,Cancelled
